Ticket Number,Project,Category,Severity,Priority,Task Type,Status,Ticket Owner,Assigned To,Summary,Date Submitted,Status Updated,Resolution Date,Target Date,Track Time,Latest Comments
T0500799,MTS 2024-2026(Jun),Learning Management System (LMS),Severity 2,Medium,Bug,Closed,Ali,,The user reported that they were unable to access their course materials on the LMS due to a recurring login error.,30-03-2025 23:43,18-05-2025 15:03,22-05-2025 13:19,09-06-2025 12:22,20 D,"After further investigation, the issue was identified as a misconfiguration in the database connection module. The root cause was traced back to an incorrect port number specified in the configuration file, causing the application to fail to establish a connection with the database server in the production environment. To resolve this issue, the port number was updated to the correct value and the application was redeployed to ensure the changes took effect in the production environment.

Following the resolution steps, thorough testing was conducted in both the UAT and production environments to validate that the issue was successfully rectified. During UAT testing, the application was able to establish a connection with the database server without any errors, confirming that the configuration change was effective. Subsequently, the fix was applied and verified in the production environment, where the application was able to function as expected without any issues related to the database connection module.

In conclusion, the misconfiguration in the database connection module has been addressed and resolved. The necessary changes have been made and verified in the production environment, ensuring that the application is now running smoothly without any further disruptions related to the database connection. Thank you for your patience and understanding as we worked to resolve this issue. Fix applied and verified in PROD."
T0500801,MTS 2024-2026(Jun),Learning Management System (LMS),Severity 2,High,Enhancement,New,Lebron,Tan,Ticket Summary: Software malfunction causing system crashes and slow performance.,13-04-2025 05:42,20-05-2025 12:45,22-05-2025 07:54,23-06-2025 12:22,20 D,"After conducting a thorough technical analysis, we found that the root cause of the issue was a misconfigured module in the IT system. The module was not properly synchronized with the database, leading to discrepancies in data retrieval and causing the application to crash. To resolve this issue, we reconfigured the module settings and performed a series of tests in the UAT environment to ensure that the changes were effective.

Furthermore, during our investigation, we identified a bug in the code logic that was contributing to the instability of the application. The bug was related to the way certain data inputs were being processed, leading to unexpected errors and system failures. We reviewed and corrected the code logic, ensuring that all data inputs were properly validated and processed before being saved to the database.

After implementing these changes, we conducted extensive testing in the PROD environment to verify that the issue has been fully resolved. We have confirmed that the fix has been applied successfully and that the application is now functioning as expected. Thank you for your patience and cooperation throughout this process. Fix applied and verified in PROD."
T0500802,MTS 2024-2026(Jun),Learning Management System (LMS),Severity 2,Low,Bug,On Hold,Raj,Anand,Users are experiencing difficulty accessing course materials due to constant login errors on the LMS.,14-12-2024 12:42,18-05-2025 06:38,18-05-2025 09:47,16-06-2025 12:22,3 D,"After thorough investigation, it was determined that the issue stemmed from a misconfiguration in the network module of the server. The root cause was traced back to an incorrect setting in the firewall rules, which was blocking the communication between the client and server. To resolve this issue, the firewall rules were adjusted to allow the necessary traffic to pass through.

Additionally, a review of the server's system logs revealed a potential memory leak in the application code, causing the server to become unresponsive at times. The code logic was optimized to better manage memory usage and prevent any future occurrences of the issue. 

After implementing these changes, thorough testing was conducted in the UAT environment to ensure the stability and reliability of the system. Once the fixes were verified to be effective, the changes were successfully applied and verified in the PROD environment. The ticket can now be closed as the reported issues have been addressed and resolved."
T0500803,MTS 2024-2026(Jun),Learning Management System (LMS),Severity 2,Medium,Query,In Progress,Raj,Chong,Users are unable to access their course materials due to frequent system crashes.,16-12-2024 10:22,20-05-2025 13:05,23-05-2025 03:58,10-06-2025 12:22,1 D,"After further investigation, it was determined that the root cause of the issue was a misconfigured firewall rule blocking the connection between the client machine and the server hosting the application. This resulted in the inability of the client machine to access the necessary resources for the application to function properly. 

To resolve this issue, the firewall rule was adjusted to allow the required connections from the client machine to the server. After implementing this configuration change, thorough testing was conducted in both the UAT and PROD environments to ensure that the application was functioning as expected without any further connectivity issues. 

The fix has been applied and verified in the PROD environment. Users should now be able to access the application without any disruptions. If any further issues arise, please feel free to open a new support ticket for assistance. Thank you for your patience and understanding."
T0500804,MTS 2024-2026(Jun),Learning Management System (LMS),Severity 1,High,Internal Products Dev,Closed,Tan,Tan,Network connectivity problems causing slow performance and disruptions in daily operations.,07-02-2025 04:22,25-05-2025 14:43,25-05-2025 09:30,20-06-2025 12:22,3 D,"After conducting thorough analysis, it was determined that the root cause of the issue was due to a misconfiguration in the database connection settings within the module X. This misconfiguration led to the inability of the system to retrieve the necessary data for processing. By updating the database connection settings to the correct values in the module X configuration, the issue was successfully resolved.

Furthermore, it was discovered that there was a bug in the code logic of module Y, which was causing incorrect data manipulation during data processing. By identifying and fixing the bug in the code logic of module Y, the system now accurately processes the data as intended. Additionally, UAT testing was performed to ensure that the fix was applied correctly and did not introduce any new issues.

In conclusion, the database connection settings in module X and the code logic in module Y have been corrected, and the issue has been successfully resolved. The fix has been applied and verified in the PROD environment, and the ticket is now considered closed."
T0500806,MTS 2024-2026(Jun),Learning Management System (LMS),Severity 3,Medium,Demo Fix,In Progress,Anand,Vig,"""Network Connectivity Issues""",22-12-2024 23:56,25-05-2025 15:59,21-05-2025 21:07,10-06-2025 12:22,45 D,"After further investigation, it was determined that the issue stemmed from a misconfiguration in the database module. The root cause of the problem was traced back to an incorrect data mapping that was causing inconsistencies in the data retrieval process. To resolve this issue, the database configuration was updated to ensure accurate mapping of the data fields.

Additionally, a code logic review was conducted, which revealed a bug in the data processing algorithm that was contributing to the data inconsistency. The code logic was adjusted to properly handle the data mapping and ensure accurate data retrieval. After making these changes, the UAT environment was retested, and the issue was successfully resolved.

The fix has been applied and verified in the PROD environment. Please confirm that the issue is now resolved on your end. Thank you."
T0500807,MTS 2024-2026(Jun),Learning Management System (LMS),Severity 3,High,SIT Testing,Closed,Raj,,"Ticket Summary: User experiencing software malfunction, unable to open files or access key features.",23-01-2025 21:36,24-05-2025 10:38,17-05-2025 17:04,12-06-2025 12:22,15 D,"Upon further investigation, it was discovered that the issue was caused by a misconfigured firewall rule blocking traffic to the server hosting the application's database module. The root cause of the problem was identified as a recent firewall configuration change that inadvertently blocked the necessary port for database communication. To resolve this issue, the firewall rule was updated to allow traffic on the specific port required for database connectivity.

Following the resolution of the firewall issue, the application was successfully tested in the UAT environment to ensure that the database connection was restored and functioning properly. The testing confirmed that all operations were running smoothly without any errors or interruptions. Additionally, a thorough review of the application's code logic was conducted to prevent similar issues from occurring in the future.

The fix has been applied and verified in the PROD environment, and all systems are now operating as expected. Please feel free to reach out if any further assistance is needed. Thank you for your patience and cooperation throughout this process."
T0500805,MTS 2024-2026(Jun),Learning Management System (LMS),Severity 2,High,Support,On Hold,Raj,,Users are experiencing difficulty accessing course materials due to frequent log-in errors on the LMS platform.,14-12-2024 21:51,23-05-2025 17:10,21-05-2025 16:01,06-06-2025 12:22,2 D,"After conducting a thorough technical analysis, it was determined that the root cause of the issue was a misconfiguration in the networking module of the server. This misconfiguration was causing intermittent connectivity issues, resulting in disruptions to the IT services. To resolve this issue, the network settings were adjusted to ensure proper communication between the server and the client machines.

Additionally, further investigation revealed that the issue was exacerbated by outdated firewall rules that were blocking certain incoming connections. The firewall rules were updated to allow the necessary traffic through, ensuring uninterrupted access to the IT resources. These adjustments were made in both the UAT and PROD environments to prevent any future incidents.

In conclusion, the necessary fixes have been applied and verified in the PROD environment. The network and firewall configurations have been updated to address the root cause of the connectivity issues. All systems are now operating as expected, and users should no longer experience any disruptions in IT services. Thank you."
T0500808,MTS 2024-2026(Jun),Learning Management System (LMS),Severity 1,High,Support,Resolved,Ali,Tan,Users are experiencing persistent issues with logging in and accessing course materials on the LMS.,11-12-2024 10:31,21-05-2025 06:06,25-05-2025 04:06,13-06-2025 12:22,45 D,"Upon further investigation, it was determined that the issue stemmed from a misconfiguration in the database module, specifically with the table indexing settings. This resulted in slow query performance and timeouts when retrieving data from the database. The root cause was identified as a lack of proper maintenance and optimization of the database indexes, leading to inefficient query execution.

To resolve this issue, the database indexes were reconfigured to improve query performance and optimize data retrieval. Additionally, a script was implemented to regularly monitor and maintain the indexes to prevent similar issues in the future. After applying these changes, extensive testing was conducted in the UAT environment to ensure the efficiency and stability of the database operations.

The fix has been successfully applied and verified in the production environment. Users should now experience improved performance and faster response times when accessing data from the database. Thank you for your patience, and please don't hesitate to reach out if you encounter any further issues. Fix applied and verified in PROD."
T0500810,MTS 2024-2026(Jun),Learning Management System (LMS),Severity 1,High,General,Resolved,Raj,Chong,Users are experiencing frequent system crashes when trying to upload large files to the LMS.,06-02-2025 22:34,18-05-2025 16:12,19-05-2025 14:12,06-06-2025 12:22,30 D,"After analyzing the issue, we found that the root cause was a misconfigured firewall rule blocking the communication between the server hosting the application and the database. This resulted in the application being unable to retrieve the necessary data, causing the reported error message.

To resolve the issue, we reviewed and updated the firewall rules to allow the proper communication between the server and the database. Additionally, we performed testing in both the UAT and PROD environments to ensure that the changes did not have any adverse effects on the application's functionality. 

After applying the fix, we have verified that the issue has been resolved in the PROD environment. Users should no longer encounter the error message and the application should now function as expected. Thank you for your patience and cooperation throughout this process. Fix applied and verified in PROD."
T0500811,MTS 2024-2026(Jun),Learning Management System (LMS),Severity 2,Low,Change Request,On Hold,Chong,Tan,"""Network Connectivity Issues""",24-01-2025 19:29,17-05-2025 15:05,26-05-2025 05:52,29-05-2025 12:22,7 D,"After conducting a thorough technical analysis, we have identified the root cause of the issue to be a misconfiguration in the database module. The incorrect data mapping within the module was causing the system to display inaccurate information to users. To resolve this issue, we reviewed and updated the configuration settings in the database module to ensure the correct data mappings are in place.

Additionally, we found that there was a logic error in the code related to data validation, which was contributing to the discrepancy in data displayed to users. We debugged the code logic and made the necessary adjustments to ensure proper data validation is performed before displaying information to users. 

Furthermore, we conducted thorough testing in both UAT and PROD environments to verify that the fix has been successfully applied. We can confirm that the issue has been resolved, and the correct data is now being displayed to users as expected. 

Fix applied and verified in PROD."
T0500809,MTS 2024-2026(Jun),Learning Management System (LMS),Severity 2,Low,Enhancement,On Hold,Vig,Ali,Users are experiencing frequent system crashes when attempting to upload documents to the LMS.,02-01-2025 23:13,24-05-2025 17:04,19-05-2025 05:47,14-06-2025 12:22,15 D,"After conducting a detailed analysis, we identified the root cause of the issue to be a misconfigured module in the backend system. This misconfiguration was causing inconsistent data retrieval, leading to the errors experienced by users. To resolve this issue, we corrected the configuration settings in the module and retested the functionality in our UAT environment.

Additionally, we discovered that outdated code logic in a specific module was also contributing to the issue. We updated the code logic to align with the current system requirements and performed thorough testing to ensure its effectiveness. Subsequently, we deployed the changes to the production environment and verified that the issue has been successfully resolved.

The fix has been applied and verified in the production environment. Users should no longer experience the errors previously encountered. If any further issues arise, please do not hesitate to submit a new support ticket for assistance. Thank you."
T0500813,MTS 2024-2026(Jun),Learning Management System (LMS),Severity 1,Medium,Query,On Hold,Siti,Raj,Some users are experiencing difficulty accessing course materials on the LMS due to slow loading times.,25-12-2024 11:32,22-05-2025 11:40,23-05-2025 12:13,22-06-2025 12:22,2 D,"After thorough analysis, the issue was traced back to a misconfigured firewall rule blocking communication between the web server and database server in the production environment. This resulted in the error message being displayed to end users when trying to access the application. The root cause was identified as an incorrect port being blocked within the firewall settings.

To resolve this issue, the firewall rule was adjusted to allow the necessary port for communication between the web server and database server. This adjustment was tested in the UAT environment first to ensure that it did not cause any unintended consequences. Once the change was confirmed to be successful in UAT, it was then applied to the production environment.

The fix has been successfully applied and verified in the production environment. The application is now fully operational and users should no longer experience the error message. Thank you for your patience and understanding."
T0500812,MTS 2024-2026(Jun),Learning Management System (LMS),Severity 3,High,General,Closed,Siti,Tan,Ticket Summary: Software malfunctions causing system errors and crashes.,22-12-2024 06:53,21-05-2025 07:21,25-05-2025 08:32,16-06-2025 12:22,15 D,"After further investigation, it was determined that the issue stemmed from a misconfiguration in the network firewall settings. The firewall was blocking the communication between the server and the database, causing the application to not function properly. To resolve this, the firewall rules were adjusted to allow the necessary traffic to pass through.

Additionally, a review of the code logic revealed a bug in the authentication module that was causing users to experience login errors. The code was updated to fix the bug and ensure that users can properly authenticate and access the application without any issues.

Lastly, a thorough testing was conducted in the UAT environment to validate the changes and ensure that the issue has been fully resolved. The application was then promoted to the PROD environment where the fix was applied and verified. Users are now able to access the application without any further issues.

Fix applied and verified in PROD."
T0500815,MTS 2024-2026(Jun),Learning Management System (LMS),Severity 2,High,Query,New,Vig,Chong,"Issue: Software malfunction causing frequent crashes and slow performance.
Affected System: Windows 10
Steps Taken: Restarting system, updating software, clearing cache",02-01-2025 12:25,24-05-2025 02:09,20-05-2025 11:35,19-06-2025 12:22,1 D,"Upon further investigation, it was determined that the issue stemmed from an incorrect configuration in the network module of the IT system. The root cause was identified as a misconfigured router setting that was causing communication disruptions between the affected devices. To resolve this issue, the network configuration was adjusted to align with the recommended settings, ensuring seamless connectivity and data transmission.

Additionally, a thorough review of the code logic in the application module revealed a bug that was causing intermittent errors during data processing. The issue was traced back to a specific function where data manipulation was not handled correctly, leading to inconsistent results. The code logic was modified to address this bug, ensuring accurate data processing and eliminating any further disruptions.

After implementing these changes, thorough testing was conducted in the UAT environment to validate the fixes. The revised configurations and code adjustments were successfully applied and verified in the production environment, resulting in stable and reliable IT system performance. The ticket has been resolved, and the IT support team will continue to monitor for any related issues. Fix applied and verified in PROD."
T0500817,MTS 2024-2026(Jun),Learning Management System (LMS),Severity 3,Low,Enhancement,Resolved,Siti,Lebron,Network outage causing disruption in communication and access to resources.,11-01-2025 18:11,21-05-2025 15:46,25-05-2025 14:18,27-05-2025 12:22,1 D,"After further investigation, it was determined that the issue stemmed from a misconfigured module in the backend system. The root cause of the issue was traced back to a recent update that inadvertently changed the configuration settings, causing the module to malfunction. In order to resolve this issue, the configuration settings were adjusted back to their original state and tested in the UAT environment. 

Additionally, a code review was conducted to ensure that there were no other potential areas of vulnerability. It was discovered that a specific piece of code logic was causing the module to malfunction under certain conditions. The code logic was updated to handle these conditions appropriately, and the changes were thoroughly tested in the UAT environment before being deployed to PROD.

The fix has been successfully applied and verified in the PROD environment. All systems are now functioning as expected, and the issue has been fully resolved. Thank you for your patience and understanding."
T0500816,MTS 2024-2026(Jun),Learning Management System (LMS),Severity 3,High,Demo Fix,In Progress,Siti,,Network connectivity issue causing slow performance and potential downtime for users.,11-02-2025 20:11,20-05-2025 01:52,25-05-2025 14:22,30-05-2025 12:22,1 D,"After thorough investigation, it was determined that the issue stemmed from a misconfigured firewall rule blocking network traffic to the application server. The root cause was traced back to a recent network infrastructure change that inadvertently disrupted the flow of data to the server. To resolve the issue, the firewall rule was adjusted to allow the necessary traffic to reach the server, restoring normal functionality.

In addition to the firewall rule adjustment, we also conducted a series of tests in the UAT environment to ensure that the issue was fully resolved before implementing the fix in the PROD environment. During testing, we verified that the application was functioning as expected and that all critical functions were operational without any disruptions. The fix was successfully applied and verified in the PROD environment, and no further issues were reported.

In conclusion, the issue has been identified and resolved with the adjustment of the firewall rule to allow the necessary network traffic to reach the application server. The fix has been applied and verified in the PROD environment, and the application is now functioning as expected. Thank you for your patience and understanding throughout this process."
T0500814,MTS 2024-2026(Jun),Learning Management System (LMS),Severity 2,Medium,Bug,Closed,Vig,Raj,Users are experiencing issues with the course content not loading correctly in the LMS.,15-04-2025 13:06,22-05-2025 11:15,23-05-2025 07:56,24-06-2025 12:22,45 D,"Upon further analysis, the issue was traced back to a misconfiguration in the database module affecting the data retrieval process. The root cause was identified as an incorrect database connection string in the configuration file, causing the application to fetch data from the wrong database table. To resolve this issue, the database connection string was updated to point to the correct table, ensuring the data is retrieved accurately.

Additionally, a code review was conducted to ensure there were no other instances of the incorrect database connection string being used throughout the application. It was confirmed that the issue was isolated to the specific module and has been rectified. UAT testing was performed to verify the fix, and the data retrieval process was successfully completed without any errors.

Finally, the fix was applied and thoroughly tested in the production environment to confirm that the issue has been resolved. The database module is now functioning correctly, and the data is being retrieved from the expected table. The resolution has been applied and verified in PROD, and the ticket can now be closed. Thank you for your attention to this matter."
T0500819,MTS 2024-2026(Jun),Learning Management System (LMS),Severity 2,Medium,Incident,Closed,Raj,Vig,"""Network Connectivity Issues""",18-12-2024 22:59,26-05-2025 03:56,22-05-2025 17:33,22-06-2025 12:22,10 D,"After further investigation, the issue was traced back to a misconfiguration in the database connection settings within the application's backend module. The root cause of the intermittent data retrieval failures was identified as the incorrect port number being used for the database connection. This led to timeouts and connection errors when attempting to retrieve data from the database.

To resolve this issue, the database connection settings were updated to use the correct port number specified in the database configuration. Additionally, a thorough testing process was conducted in the UAT environment to ensure that the issue was fully resolved. The updated configuration was then deployed to the production environment, where it was successfully applied and verified.

The fix has been applied and verified in the production environment. Moving forward, please ensure that any changes to database connection settings are thoroughly tested in the appropriate environments before deployment to prevent similar issues from occurring. Thank you for your attention to this matter."
T0500818,MTS 2024-2026(Jun),Learning Management System (LMS),Severity 2,Low,Bug,Resolved,Ali,Chong,"""Network Connectivity Issue""",31-12-2024 01:26,17-05-2025 15:22,19-05-2025 14:04,07-06-2025 12:22,7 D,"After conducting a thorough technical analysis, it was determined that the root cause of the issue was due to a misconfiguration in the database module. The incorrect data mapping within the module caused the system to generate inaccurate results, leading to the reported issue. To resolve this, the database configurations were adjusted to ensure the proper mapping of data fields, aligning them with the expected output.

Furthermore, during the resolution process, it was identified that a bug in the code logic was also contributing to the issue. The code responsible for querying and processing data was not handling certain edge cases correctly, leading to unexpected behavior. The code logic was revised to address these edge cases, ensuring that all scenarios are appropriately handled to prevent similar issues in the future.

The changes were thoroughly tested in both UAT and PROD environments, and the fix has been successfully applied and verified in PROD. The system is now functioning as expected, and users should no longer experience the reported issue. Thank you for your patience as we resolved this matter."
T0500820,MTS 2024-2026(Jun),Learning Management System (LMS),Severity 1,High,Demo Fix,Resolved,Raj,Chong,"""Network Connectivity Issues""",28-03-2025 19:42,22-05-2025 00:37,18-05-2025 15:34,27-05-2025 12:22,15 D,"After conducting a thorough technical analysis, it was determined that the root cause of the issue stemmed from a misconfiguration in the network firewall settings. This misconfiguration was causing intermittent connectivity issues between the internal servers and the user workstations. To address this, our team reconfigured the firewall settings to allow for proper communication between the servers and workstations.

Additionally, we found that there was a discrepancy in the DNS records for the affected servers, leading to DNS resolution errors. We updated the DNS records to ensure accurate and consistent resolution, thereby resolving the connectivity issues experienced by the users.

Furthermore, upon further investigation, it was discovered that a recent software update had caused conflicts with certain server configurations. We rolled back the update and implemented a revised version to ensure compatibility and stability. 

In conclusion, the necessary fixes have been applied and verified in the production environment. The ticket can now be closed. Thank you for your patience."
T0500800,MTS 2024-2026(Jun),Learning Management System (LMS),Severity 3,Medium,Demo Fix,On Hold,Lebron,Vig,Users are reporting difficulty accessing course materials and submitting assignments on the LMS due to frequent login errors.,30-11-2024 19:14,18-05-2025 16:41,23-05-2025 18:35,10-06-2025 12:22,5 D,"After conducting a thorough investigation, it was determined that the issue stemmed from a misconfiguration in the database module. The root cause was identified as a discrepancy in the data mapping, which was leading to incorrect data retrieval and display in the user interface. To address this issue, the database configuration was updated to ensure proper data mapping and alignment with the application logic.

Furthermore, it was found that a bug in the code logic was also contributing to the incorrect data display. The code was revised to include additional validation checks and error handling mechanisms to prevent similar issues from arising in the future. Additionally, extensive testing was performed in the UAT environment to validate the fixes and ensure that the issue was successfully resolved.

Upon verification, the fix was applied and confirmed in the production environment. The system has been monitored post-implementation, and no further instances of the issue have been reported. Thank you for your patience and cooperation throughout this process. Fix applied and verified in PROD."
T0500821,MTS 2024-2026(Jun),Learning Management System (LMS),Severity 1,Low,General,New,Chong,Ali,"Ticket Summary: Users experiencing software malfunction, unable to access certain features or complete tasks.",16-02-2025 17:27,21-05-2025 04:26,18-05-2025 22:34,31-05-2025 12:22,20 D,"After analyzing the issue, it was determined that the root cause of the problem was a misconfigured firewall rule blocking access to the application server from the client machines. This issue arose due to a recent network infrastructure change that inadvertently affected the connectivity between the client and server. 

To resolve this issue, the firewall rule was updated to allow traffic from the client machines to the application server on the specified port. Additionally, a thorough testing was conducted in both the UAT and PROD environments to ensure that the fix was applied correctly and that the connectivity between the client and server was restored. 

After the fix was applied and verified in PROD, it was confirmed that users were able to access the application without any further issues. Moving forward, we will monitor the network infrastructure closely to prevent similar issues from occurring in the future. Thank you for your patience as we resolved this matter. Fix applied and verified in PROD."
T0500823,MTS 2024-2026(Jun),Learning Management System (LMS),Severity 2,Medium,Change Request,On Hold,Ali,Tan,Network connectivity problems leading to system downtime and decreased productivity.,07-03-2025 15:18,17-05-2025 12:30,21-05-2025 10:53,24-06-2025 12:22,7 D,"After investigating the reported issue with the email notification module, it was determined that the root cause was a misconfiguration in the SMTP server settings. This misconfiguration was causing the emails to fail to send properly, resulting in users not receiving the notifications. To resolve this issue, the SMTP server settings were updated with the correct credentials and port number. 

Additionally, it was found that there was a bug in the email notification code logic that was preventing the notifications from being triggered in certain scenarios. The code was updated to ensure that notifications are sent consistently based on the specified triggers. 

After the changes were implemented, thorough testing was conducted in the UAT environment to confirm that the email notifications were now functioning as expected. The fix was then applied and verified in the PROD environment, and monitoring will be in place to ensure that the issue does not reoccur. 

Fix applied and verified in PROD."
T0500824,MTS 2024-2026(Jun),Learning Management System (LMS),Severity 2,Medium,Support,Closed,Raj,Lebron,"Summary: Software malfunction causing program to crash upon opening, hindering user's ability to access and utilize essential features.",25-01-2025 09:54,19-05-2025 00:13,20-05-2025 20:45,15-06-2025 12:22,1 D,"After conducting a thorough technical analysis, it was determined that the root cause of the issue was due to a misconfiguration in the network module settings. The incorrect configuration was causing a disruption in communication between the local server and the database server, resulting in the error messages reported by the end user.

To resolve the issue, the network module settings were adjusted to ensure proper communication between the servers. Additionally, a test was carried out in the UAT environment to validate the changes before applying them to the production environment. After successful testing, the fix was implemented in the production environment and verified to be working as expected.

The issue has been successfully resolved, and the fix has been applied and verified in the production environment. Thank you for your patience and understanding. If you require any further assistance, please do not hesitate to reach out to the IT support team."
T0500825,MTS 2024-2026(Jun),Learning Management System (LMS),Severity 2,High,Change Request,Closed,Raj,Tan,"""Software malfunction causing system crashes and errors.""",13-03-2025 16:31,21-05-2025 15:33,21-05-2025 21:20,09-06-2025 12:22,7 D,"After conducting a thorough investigation into the reported issue with the XYZ module, we found that the root cause stemmed from a misconfiguration in the database connection settings. The incorrect credentials were causing the module to fail when attempting to retrieve data from the database. To address this, we updated the configuration settings with the correct credentials and ensured that the connection was established successfully in both the UAT and PROD environments.

Furthermore, we identified a bug in the code logic of the ABC module that was causing unexpected behavior in the output. The issue was traced back to a conditional statement that was not properly handling certain edge cases, leading to erroneous results. We reviewed the code and made the necessary adjustments to ensure that all scenarios were accounted for and that the module now functions as intended in both UAT and PROD.

In conclusion, the reported issues with the XYZ and ABC modules have been resolved with the appropriate changes made to the configuration settings and code logic. The fixes have been applied and verified in both the UAT and PROD environments, ensuring that the modules are now working correctly without any further issues. Thank you for bringing these issues to our attention. Fix applied and verified in PROD."
T0500827,MTS 2024-2026(Jun),Learning Management System (LMS),Severity 2,Medium,General,On Hold,Siti,Chong,Slow internet causing system lag and delays in processing tasks.,02-03-2025 17:31,21-05-2025 18:53,19-05-2025 05:48,23-06-2025 12:22,1 D,"After investigating the reported issue with the email notification module in the production environment, it was determined that the root cause was a misconfiguration in the email server settings. This misconfiguration was causing the SMTP server to reject the emails being sent from the application. 

To resolve this issue, the configuration settings for the email server were updated to use the correct SMTP server address, port, and authentication credentials. Additionally, the email notification module code logic was reviewed and updated to ensure that the emails were being properly formatted and sent out successfully. 

Upon applying these changes, a series of tests were conducted in both the UAT and production environments to verify that the email notifications were now being sent out as expected. The tests confirmed that the issue has been resolved and the email notifications are now functioning correctly. 

Fix applied and verified in PROD."
T0500829,MTS 2024-2026(Jun),Learning Management System (LMS),Severity 1,High,General,Closed,Chong,Chong,"""Network Connectivity Issue""",21-04-2025 08:11,26-05-2025 10:37,22-05-2025 16:02,06-06-2025 12:22,2 D,"After performing a thorough analysis of the issue, it was determined that the root cause of the system error was due to a misconfiguration in the network module settings. The configuration settings were mistakenly set to block outgoing traffic to the server, resulting in the inability of the system to communicate with the necessary resources. 

To resolve this issue, the network module settings were adjusted to allow outgoing traffic to the server, ensuring that the system can now communicate effectively with the required resources. This adjustment was tested in the UAT environment and successfully resolved the error, confirming that the issue has been resolved.

The fix has been applied and verified in the PROD environment, and all systems are now functioning as expected. Please note that this resolution should prevent similar errors from occurring in the future. Thank you for your understanding."
T0500830,MTS 2024-2026(Jun),Learning Management System (LMS),Severity 3,Low,Bug,Reopened,Lebron,Lebron,"""Network Connectivity Issues""",06-01-2025 12:19,26-05-2025 07:22,18-05-2025 09:11,02-06-2025 12:22,10 D,"After thorough investigation, we identified the root cause of the issue to be a misconfiguration in the database connection settings within the application's configuration file. This misconfiguration was causing a failure in establishing a connection to the database, leading to the system error reported by the user. 

To resolve the issue, we updated the database connection settings in the configuration file with the correct credentials and ensured that the connection was successfully established. We then performed extensive testing in both the UAT and PROD environments to validate that the issue was resolved and that the application was functioning as expected. 

The fix has been successfully applied and verified in the PROD environment. The application is now running smoothly without any further errors related to the database connection. If you encounter any additional issues or concerns, please don't hesitate to raise a new ticket for further assistance. Thank you for your patience and understanding."
T0500828,MTS 2024-2026(Jun),Learning Management System (LMS),Severity 2,Medium,Incident,New,Ali,Anand,"User reported that they are unable to access their course materials on the LMS, receiving an error message when trying to login.",11-05-2025 08:15,21-05-2025 23:12,20-05-2025 10:33,28-05-2025 12:22,45 D,"After conducting thorough analysis, we identified that the root cause of the issue was a misconfiguration in the database module, specifically with the indexing settings. This led to slow query performance and timeouts when retrieving large datasets from production environments. 

To address this, we optimized the database configuration by adjusting the indexing strategy to better suit the data retrieval patterns in both UAT and PROD environments. Additionally, we implemented query optimizations and caching mechanisms to improve overall performance and reduce the likelihood of timeouts occurring again in the future. 

After applying these changes, we have verified that the issue has been resolved successfully in both UAT and PROD environments. The database queries are now running efficiently and reliably, ensuring that users can access the necessary data without any delays. Thank you for your patience, and please reach out if you encounter any further issues. Fix applied and verified in PROD."
T0500826,MTS 2024-2026(Jun),Learning Management System (LMS),Severity 2,Medium,General,Closed,Anand,Siti,Ticket Summary: Software malfunction causing system crashes and program errors.,08-02-2025 15:18,25-05-2025 21:07,23-05-2025 07:51,28-05-2025 12:22,5 D,"Upon further investigation, it was determined that the issue stemmed from a misconfiguration in the database connection settings within the application's backend module. The root cause analysis revealed that the incorrect database credentials were being used, leading to the inability to establish a connection and retrieve the necessary data. To address this, the database configuration file was updated with the correct credentials, ensuring that the application could successfully connect to the database.

Following the resolution of the database configuration issue, a thorough testing process was conducted in the UAT environment to validate that the changes were effective. Test scenarios were executed to verify that the application could retrieve and display the required data from the database without any errors. The tests confirmed that the issue was indeed resolved, and the application was functioning as expected in the UAT environment.

With the fix applied and validated in the UAT environment, the changes were then deployed to the PROD environment to ensure that users could access the application without any disruptions. The deployment was successful, and the application is now fully operational in the PROD environment. Should any further issues arise, please feel free to open a new ticket for assistance. Fix applied and verified in PROD."
T0500822,MTS 2024-2026(Jun),Learning Management System (LMS),Severity 2,High,Demo Fix,In Progress,Tan,Lebron,The user reported that they were unable to access any of their course materials after logging in to the LMS.,10-04-2025 21:45,23-05-2025 01:44,20-05-2025 21:18,10-06-2025 12:22,10 D,"After conducting a thorough technical analysis, we identified that the issue was caused by a misconfiguration in the network module settings. The root cause of the problem was traced back to an incorrect IP address being assigned to the server, resulting in communication failures with other systems. To resolve this issue, we updated the network configuration to ensure that the correct IP address was set, allowing for seamless communication between the server and other systems.

Furthermore, we reviewed the code logic responsible for handling network connections and discovered a bug in the error handling mechanism. This bug was preventing the system from properly handling network errors, leading to disruptions in service. To address this, we implemented a fix in the code logic to properly handle network errors and prevent service interruptions in the future.

Finally, we conducted thorough testing in both UAT and PROD environments to ensure that the fix was successfully applied and verified in production. We can confirm that the issue has been resolved, and the system is now functioning as expected without any further disruptions. Thank you for your patience as we worked to resolve this issue promptly and effectively. Fix applied and verified in PROD."
